,Category,Topic,Term,Variable_Level_1,Variable_Level_2,Variable_Level_3,Detailed_Variable,UUID
3117,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,INFILTRATION,INFILTRATION FREQUENCY,,55642a14-2ff4-4892-b61a-ae3ece7fbcd7
3118,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,INFILTRATION,INFILTRATION RATE,,d16cd32f-978d-4ab5-9711-f8189a748399
3119,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,INFILTRATION,,,638a22af-4e97-450e-a278-b81338443230
3120,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,LAND SUBSIDENCE,SUBSIDENCE AMOUNT,,2922e6fe-3d72-44d3-a972-2e3778194343
3121,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,LAND SUBSIDENCE,SUBSIDENCE RATE,,535b876d-9297-49c2-bdcd-4c33e02a47be
3122,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,LAND SUBSIDENCE,,,a1bf1e84-c4e7-4154-ad0a-4b9eedf45066
3123,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,PERCOLATION,PERCOLATION AMOUNT,,22566296-aea0-4f01-93c0-fb3256051f27
3124,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,PERCOLATION,PERCOLATION RATE,,acdb39a8-1816-4d8d-bb80-38a94024035e
3125,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,PERCOLATION,,,d64094ae-774b-4435-8f2e-a54d114e5555
3126,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SALTWATER INTRUSION,INTRUSION AMOUNT,,68034344-9c1c-4a5e-a64e-813f6ecf608c
3127,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SALTWATER INTRUSION,INTRUSION RATE,,310c5663-1825-46ed-8b64-d1ba7c93ff6d
3128,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SALTWATER INTRUSION,,,4a11a257-99c6-4f87-8884-2a2aa46a49fa
3129,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,AVERAGE FLOW,,92bfc132-bc15-4952-99a7-763f109c1e7e
3130,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,FLOW VELOCITY,,dd27825d-7b6e-4a70-9a45-c68d646a1cc5
3131,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,PEAK FLOW,,48f02169-8eab-487d-a24b-4b36ec707b13
3132,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,SUBSURFACE FLOW,,,872a0464-884c-4d6f-8f06-0679329dadcc
3133,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,GROUND WATER PROCESSES/MEASUREMENTS,,,,6e4b29b7-a0c9-4e8e-b778-23b50cf8efb8
3134,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,GROUND WATER,,,,,734f8f27-6976-4b67-8794-c7fc79d6161e
3135,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ALBEDO,,,,2ddd003d-c19f-4336-9837-316cce5efe0b
3136,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,AVALANCHE,,,,2565d1be-7468-4969-9367-e21719c006a1
3137,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,BLOWING SNOW,,,,fd9423b4-4666-4844-88c5-1813a45f132f
3138,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,DEPTH HOAR,,,,67648fff-9415-4a36-a1f6-ef028dd1d9b5
3139,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,FREEZE/THAW,TRANSITION DIRECTION,,,6d245dca-41b5-474d-972f-221822111731
3140,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,FREEZE/THAW,,,,4453ac7c-1869-4aef-8b06-dbdc9e63e245
3141,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,FROST,,,,f3743f11-06bb-4337-969a-d5616b96038f
3142,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE DEPTH/THICKNESS,,,,fa751659-7032-447c-a581-f4e9de854070
3143,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE EXTENT,,,,0fcce7dc-496f-4078-96f0-2035a73563fb
3144,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE GROWTH/MELT,,,,7c23be3f-89fc-4a85-83fc-128b0837ee83
3145,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE MOTION,,,,10068260-94c0-4e58-83ac-f9c5d6bd5748
3146,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,ICE VELOCITY,,,,cee7ed2f-3ed1-44ad-b48b-513a68bb3244
3147,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,LAKE ICE,,,,a99c2917-8f91-4ec8-ad4f-7ee6200ab35d
3148,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,PERMAFROST,,,,6a7eed90-327a-4609-b952-c9617445a1d1
3149,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,RIVER ICE,,,,ad8499b4-28cb-46ed-b0fe-867ed90fce05
3150,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW COVER,,,,6a08f79f-a621-4f8c-b5d5-e1335f9cbcec
3151,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW DENSITY,,,,fde70d8c-d64c-4784-971d-589eedfc42d1
3152,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW DEPTH,,,,9512b90f-f495-41bb-9600-ff25e4cfc571
3153,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW ENERGY BALANCE,,,,8b99fd5b-4be4-4d4b-bdf2-ef92df294738
3154,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW FACIES,,,,1f10a307-df15-43e2-b3fa-5fe6df619f98
3155,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW MELT,,,,dd6de9e1-61e7-41bf-a2dc-9d2afc690bb3
3156,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW STRATIGRAPHY,,,,c5aaee13-289b-40b7-867d-83bd72c02b2d
3157,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW WATER EQUIVALENT,,,,47d8d3db-9aea-49f3-8edd-5216736a85ef
3158,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW/ICE CHEMISTRY,,,,9a3b0d9b-4409-439f-b23d-c07590ff919e
3159,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,SNOW/ICE TEMPERATURE,,,,1341f3e1-9279-4ae6-9a93-6a612957efd1
3160,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,WHITEOUT,,,,06741402-492e-4cda-926b-8897b15450e7
3161,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SNOW/ICE,,,,,50b8fe04-9149-4b7f-a8b2-b33b1e3aa192
3162,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER CHEMISTRY,,,,1baa552d-c563-43fb-b618-54651f8b07e6
3163,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,DRAINAGE BASINS,,,272700c5-d762-452b-8e9f-130e3a51efb5
3164,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,LAKES/RESERVOIRS,,,3d64f625-fb84-4178-ad08-4be2dd15979b
3165,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,RIVERS/STREAMS,,,5e3c573f-a787-4afa-80a4-047c2c5d83f2
3166,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,WATER CHANNELS,,,4b276110-57bc-4ed6-b741-1ec0383fa962
3167,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,WETLANDS,,,d138302a-03b3-4cf7-95db-ac98f863c04f
3168,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER FEATURES,,,,959f1861-a776-41b1-ba6b-d23c71d4d1eb
3169,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,AQUIFER DEPTH,,37e1daa7-503a-4d5c-b6d7-c18b71030bc6
3170,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,RECHARGE AMOUNT,,f9c86356-381e-4f7e-9193-10c274eae41c
3171,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,RECHARGE FREQUENCY,,424652b2-92b2-4dee-9f77-016f905b1569
3172,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,AQUIFER RECHARGE,,,3609b843-d840-460c-b1a3-d4fcc69a32f6
3173,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DISCHARGE/FLOW,AVERAGE FLOW,,f8f16152-094e-4130-8346-2a9bba5872a0
3174,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DISCHARGE/FLOW,BASE FLOW,,609f7831-5145-4a5c-bd58-d0b426058740
3175,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DISCHARGE/FLOW,FLOW VELOCITY,,f77adcc6-e320-4fd9-80c9-958e75cd46d3
3176,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DISCHARGE/FLOW,PEAK FLOW,,231dd4ab-8b74-45ba-8933-09ab291594ea
3177,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DISCHARGE/FLOW,,,36a2999b-2255-4d4e-a249-40df3b7b3aaf
3178,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DRAINAGE,DRAINAGE AMOUNT,,71926eb5-b64c-42d9-be6a-26f7b2a5fbf1
3179,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DRAINAGE,DRAINAGE DIRECTION,,97b68ee7-b729-4828-924d-d0758b43d8e9
3180,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,DRAINAGE,,,269c7277-fa8f-4c1c-bd8b-ab772c1df4e5
3181,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,FLOODS,FLOOD FREQUENCY,,bf470637-8aea-47a8-b075-40b394303747
3182,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,FLOODS,FLOOD LEVELS,,44278367-2c4d-4309-90a2-03244a12ae39
3183,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,FLOODS,,,7fdc339e-017f-4e4b-89a3-12e441a40bad
3184,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,HYDROPATTERN,,,960037c5-57b1-4cdf-84be-4542beee7d5a
3185,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,HYDROPERIOD,,,d4e8b5c5-9203-4982-82bc-2611b517ffdb
3186,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,INUNDATION,INUNDATION AMOUNT,,ae35e34f-92de-4107-b277-abaf7a652f2d
3187,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,INUNDATION,INUNDATION FREQUENCY,,3265052b-38e1-472c-ab91-70b39b549854
3188,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,INUNDATION,INUNDATION LEVEL,,5af94668-05f5-41ee-aa65-82dca2a359fc
3189,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,INUNDATION,,,c6c0c5dd-c0ca-4670-bbaa-c22d39e73570
3190,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,RUNOFF,RUNOFF RATE,,f54d4750-b9b3-47fa-b56a-a1d57fcbc978
3191,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,RUNOFF,TOTAL RUNOFF,,0eb4156f-e4ab-4e02-a473-df4b44290556
3192,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,RUNOFF,,,f6a54329-486b-4d5f-b105-c639cec42351
3193,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,STAGE HEIGHT,,,5cb5d5b9-0c0b-497f-a4ea-a8cece52d13d
3194,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,TOTAL SURFACE WATER,,,6f52de55-f5f2-45c0-b83f-59dbfb1fe221
3195,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,WATER DEPTH,,,42aa1fa1-56a9-4e96-8063-077bd7ba88d8
3196,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,WATER PRESSURE,,,84784fef-5b76-45a0-91e0-28788e09fea6
3197,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,WATER YIELD,,,04922ba6-8f00-4f54-b80c-ce2414c91e2e
3198,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,SURFACE WATER PROCESSES/MEASUREMENTS,,,,9d86cd70-062a-4c39-b3f3-226abebc07f7
3199,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,WATERSHED CHARACTERISTICS,WATERSHED BOUNDARIES,,,b98123fc-6a87-4396-8e1a-ae7406e76ff6
3200,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,WATERSHED CHARACTERISTICS,WATERSHED DRAINAGE,,,ae36ad48-85f2-42a0-958f-efec71c34cc0
3201,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,WATERSHED CHARACTERISTICS,WATERSHED LENGTH,,,e12150d7-5bd3-4a22-8b9f-f887a1fe3096
3202,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,WATERSHED CHARACTERISTICS,WATERSHED SHAPE,,,2b37d67c-92a6-4188-8f1b-4462bd754577
3203,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,WATERSHED CHARACTERISTICS,WATERSHED SLOPE,,,0d209f3c-73b1-412d-828b-22b25da8fc3a
3204,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,WATERSHED CHARACTERISTICS,,,,c84b61fe-720a-4240-b6c8-8dcc9ae24a36
3205,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,SURFACE WATER,,,,,5debb283-51e4-435e-b2a2-e8e2a977220d
3206,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER BUDGET,HYDROLOGIC REGIME,,,,9731faa4-b7ae-4ead-8f00-ff8ec89fd5f7
3207,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER BUDGET,,,,,f8702aed-a0ae-46f0-89eb-abde858bc6ac
3208,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,ACID RAIN,,,62ee81e7-9f5a-4af5-a086-f4c402c7d19d
3209,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,ARSENIC,,,fa892a9e-523b-424e-bf02-1a8d1e618985
3210,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,BARIUM,,,3e666b9f-6cf5-4454-9a65-987e981cd80e
3211,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,CALCIUM,,,e5a658d5-74db-4022-894f-edc8d297767a
3212,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,CARCINOGENS,,,31c913e1-9692-45b5-bce5-cca46fa1874d
3213,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,CHROMIUM,,,9ab53717-17f1-4259-b425-0eed19c31884
3214,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,COPPER,,,78fb5691-136d-40f8-a834-6e6f4cd768ff
3215,EARTH SCIENCE,TERRESTRIAL HYDROSPHERE,WATER QUALITY/WATER CHEMISTRY,CONTAMINANTS,DISINFECTANTS,,,4690d6a8-78cd-48bc-82f5-36fb16d4c52e
