,Category,Topic,Term,Variable_Level_1,Variable_Level_2,Variable_Level_3,Detailed_Variable,UUID
1411,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,ICE GROWTH/MELT,,,,0ff2a38d-00f6-459d-ac9a-9a983bda602e
1412,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,RIVER ICE DEPTH/EXTENT,,,,fde8a54a-8aaa-45fd-bb66-3105e4c57102
1413,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,SALINITY,,,,ee0fce70-2097-4f5b-853a-c34e6cbff929
1414,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,SEA ICE CONCENTRATION,,,,1c0ebf89-f115-4e0d-9942-8ff8289bd330
1415,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,SEA ICE ELEVATION,,,,5d5cf73b-f833-4f8d-84a1-8a3840f3b4af
1416,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,SNOW COVER,,,,8ef6560e-c699-49b4-bcb3-6db68506ca22
1417,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,SNOW DEPTH,,,,008708ac-65a4-481a-8e03-640376f42f56
1418,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,SNOW ENERGY BALANCE,,,,29f386e9-84fb-4e5d-9733-20233c63b1be
1419,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,SNOW MELT,,,,b1be402f-336c-4f1f-8542-9807264a09a7
1420,EARTH SCIENCE,CLIMATE INDICATORS,CRYOSPHERIC INDICATORS,,,,,76b8c21c-c221-4724-86ef-c07222cb152b
1421,EARTH SCIENCE,CLIMATE INDICATORS,ENVIRONMENTAL VULNERABILITY INDEX (EVI),FIJI INDEX,,,,47200796-7541-4659-acf4-32b5303bcc1f
1422,EARTH SCIENCE,CLIMATE INDICATORS,ENVIRONMENTAL VULNERABILITY INDEX (EVI),SAMOA INDEX,,,,2c1e046e-2feb-4cb7-a6dd-f3753db7b5f5
1423,EARTH SCIENCE,CLIMATE INDICATORS,ENVIRONMENTAL VULNERABILITY INDEX (EVI),TUVALU INDEX,,,,585182e9-6e5b-4ad6-96fe-065ffd31f7e8
1424,EARTH SCIENCE,CLIMATE INDICATORS,ENVIRONMENTAL VULNERABILITY INDEX (EVI),,,,,897b3d65-709c-4739-9ba6-85911295d843
1425,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT DURATION,,,,27f92e4f-93f0-4740-bf99-2c44c0c3c23d
1426,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT FREQUENCY,,,,1a95af83-fe1b-4cea-931d-953a4e5965e6
1427,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT INDICES,PALMER DROUGHT CROP MOISTURE INDEX,,,7e26f9e3-4c20-453d-bbc6-1970eca1ffb8
1428,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT INDICES,PALMER DROUGHT SEVERITY INDEX,,,a43850a1-7b00-4993-80ff-753c2b5c4015
1429,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT INDICES,PALMER HYDROLOGICAL DROUGHT INDEX,,,0365f0af-7843-4ba3-af8c-82d032c14f7e
1430,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT INDICES,PALMER Z INDEX,,,0565650b-dce1-4ae8-8a7a-7ce25ac198c3
1431,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT INDICES,,,,f50672b3-13d8-4206-b6c9-a1f9891ea470
1432,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,DROUGHT SEVERITY,,,,5bb5322d-f3f8-4ca4-91c6-311769936f96
1433,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,EROSION,,,,b51f738c-7061-4ced-b216-53734ce4cb43
1434,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,FIRE WEATHER INDEX,,,,7c1977bc-dfe7-4761-9b30-f42ec986d360
1435,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,FOREST FIRE DANGER INDEX,,,,16329a9b-72ea-4b46-b507-2ce389c63f50
1436,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LANDSLIDES,,,,36bdce45-37df-4475-9eed-73469a594edb
1437,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LENGTH OF GROWING SEASON,CROP HARVEST DATES,,,f5824b8f-c3e7-4e56-96e8-cf4b5adefbf8
1438,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LENGTH OF GROWING SEASON,FIRST BLOOM DATE,,,89428f01-000f-4d6f-a62b-29dd66b7e8c9
1439,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LENGTH OF GROWING SEASON,FIRST LEAF DATE,,,19f7b6be-1347-4c5c-bb8f-4a251369831e
1440,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LENGTH OF GROWING SEASON,FREEZE/FROST DATE,,,226d4804-1a09-4d9b-a5c1-346f52a2e709
1441,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LENGTH OF GROWING SEASON,FREEZE/FROST PROBABILITY,,,efc141a6-7d8e-45d5-b335-2fc122c62d78
1442,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LENGTH OF GROWING SEASON,LENGTH OF FREEZE FREE PERIOD,,,738185b7-54d6-41a2-b31f-b8a4ee1dabe7
1443,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,LENGTH OF GROWING SEASON,,,,ed8797be-661a-48c9-a7fe-2600b6c7c067
1444,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,SATELLITE SOIL MOISTURE INDEX,,,,32e1b1ec-fa69-47b5-b0d6-d71948e3997a
1445,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,SOIL EROSION,,,,cb21c5cb-cc49-4328-a72d-94ccca1fa888
1446,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,SOIL MOISTURE,,,,27dd85c2-3403-438d-8b0c-8d424df60468
1447,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,SOIL TEMPERATURE,,,,b29ee2f4-b2ce-4b19-b8e3-2d74d071549b
1448,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,SURFACE MOISTURE INDEX,,,,c7503ec5-4e63-446a-9390-72c8a638a0af
1449,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,TREE LINE SHIFT,,,,d11df264-e70d-456c-9223-07f34e80b352
1450,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,VEGETATION COVER,,,,8d1157c4-d36b-40db-aa82-3603716f9988
1451,EARTH SCIENCE,CLIMATE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,,,,,112e71ec-c0a1-49a8-82d7-bcb317b45860
1452,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ALUMINUM-26 ANALYSIS,,,,1efdd374-40a1-4118-a1da-61c647017ec9
1453,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BERYLLIUM-10 ANALYSIS,,,,4bd6aafb-9240-4006-ada3-4b6a0501b612
1454,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,BIOMARKER,,,625ac4b3-a126-4c98-a061-3a780b942280
1455,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,CORAL DEPOSITS,,,afeb9962-d3e8-4260-ab2b-e62e11099e31
1456,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,FAUNA,,,cffe377f-d840-4bcf-9223-8379b72defe7
1457,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,MACROFOSSILS,,,14c78811-5296-4095-9c44-26362914e798
1458,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,MICROFOSSILS,,,0aa423e0-bc21-4d74-894d-a0dfcf17fae5
1459,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,PALEOVEGETATION,,,fbd867cf-f7e8-4dbc-9fd2-2ccc0728350f
1460,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,POLLEN,,,59719c53-a2b7-4200-9b3c-dfa5d39607f7
1461,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,POPULATION ABUNDANCE,,,7bc06198-5546-40f5-97ac-b7b5b5503cfc
1462,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,TREE RINGS,ISOTOPIC ANALYSIS,CARBON ISOTOPE,437f13e8-0b8a-44a2-a7fd-5b41a00299db
1463,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,TREE RINGS,ISOTOPIC ANALYSIS,HYDROGEN ISOTOPE,89387757-3548-4fe0-a383-d8f935f07c71
1464,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,TREE RINGS,ISOTOPIC ANALYSIS,OXYGEN ISOTOPE,e91ff41a-5cf5-460b-b765-c553ca2a4ae2
1465,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,TREE RINGS,ISOTOPIC ANALYSIS,,bd1834b0-4f8f-4616-b330-6205bff567c2
1466,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,TREE RINGS,,,6444fc67-8cad-41c0-9ded-e93f604ba8b0
1467,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,BIOLOGICAL RECORDS,,,,5553fe9d-ab0a-4305-86a6-1f7f697e15e4
1468,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,CARBON DIOXIDE,,,b53939ae-1264-409d-8434-3bb3d22b2848
1469,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,ELECTRICAL PROPERTIES,,,a2987914-ed66-4b7c-964d-8eccf0174e57
1470,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,ICE CORE AIR BUBBLES,,,42664b0d-26c2-44ad-b0a9-673ed2902f00
1471,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,IONS,,,302d7079-299a-4269-bd7e-d95009c9b46e
1472,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,ISOTOPES,ARGON ISOTOPES,,6a0fc2ec-d1cf-43b5-8e97-6ab96811c02b
1473,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,ISOTOPES,NITROGEN ISOTOPES,,e1138bec-7087-45f4-82b0-2e4029063381
1474,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,ISOTOPES,OXYGEN ISOTOPES,,a1362cee-634d-40f4-b47f-901b328895c3
1475,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,ISOTOPES,,,a0358b3e-0926-4b17-8b32-c1b15a73cba5
1476,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,METHANE,,,0948a59e-cc72-4e5d-b97d-4ea0335b0906
1477,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,NITROUS OXIDE,,,bc90bc40-2a21-4a6f-9fb9-bf3ae5845157
1478,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,PARTICULATE MATTER,MICROPARTICLE CONCENTRATION,,84b443b5-91d3-42d2-a48b-d2e157a39d5b
1479,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,PARTICULATE MATTER,,,15fdef7c-7fb7-4a1d-a24b-01164a8ba11a
1480,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,VOLCANIC DEPOSITS,,,c736e45d-63f2-428b-abae-48f79d007703
1481,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,ICE CORE RECORDS,,,,08a4f002-f368-414d-b923-83dd498452d8
1482,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,BOREHOLES,,,f1f84fc8-d242-4f97-bb7d-77b68631273e
1483,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,CAVE DEPOSITS,,,482453d7-ffa4-4ae9-8158-9fa73bcf39ef
1484,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,FIRE HISTORY,CHARCOAL SEDIMENT,,a090a598-3ae6-4fc4-b248-97ec5226702a
1485,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,FIRE HISTORY,FIRE SCAR DATE,,c9ba3275-2fe3-4619-b7c0-881d4f6fa34e
1486,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,FIRE HISTORY,,,d2dc2330-0433-43f2-9154-dc399d24406c
1487,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,GLACIAL RETREAT,,,2f257f83-bddd-41ce-ac78-5dac857b1be3
1488,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,GLACIATION,,,3dfa8dcf-0df2-4654-ae3e-c97586265c3e
1489,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,ISOTOPES,,,7557eddd-db2a-4f39-b1e2-91162f4fc92e
1490,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,LOESS,,,e0d88b2a-8563-443b-8756-73d744a41ee7
1491,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,PALEOMAGNETIC DATA,,,219ba382-6c90-43d2-a6cf-2ddcc358f70e
1492,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,PALEOSOLS,,,4fe601b0-314f-4f63-8ec1-3b96cc7263b8
1493,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,RADIOCARBON,,,8f4e90e0-aea0-40cd-b781-a6a69a6e6cb3
1494,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,SEDIMENTS,SEDIMENT THICKNESS,,0d8fc6d8-eba5-4da1-9a78-d69c23d9d78d
1495,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,SEDIMENTS,,,0960827a-ecdb-40a0-babc-fbd6df27bb53
1496,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,STRATIGRAPHIC SEQUENCE,,,d845886d-0c44-4505-b5b9-d3fcd819208e
1497,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,VOLCANIC DEPOSITS,,,52325c6e-1084-43c1-83b2-278bbe0201c6
1498,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,LAND RECORDS,,,,2bedb6b3-6e92-42e2-b382-60e2a6aab8e9
1499,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,MASS EXTINCTIONS,,,,703d0c14-1978-4e7f-a51a-233c695823b9
1500,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,BOREHOLES,,,8f8c1808-ac5f-43e5-8397-dbb3d171144c
1501,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,CORAL DEPOSITS,,,47d6c670-db83-4975-b684-1be787811ac8
1502,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,ISOTOPES,,,dc02e5fb-9ff3-483d-8c33-18db25a07eea
1503,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,LAKE LEVELS,,,2c99427c-1a6a-4326-b072-0c12c87bd944
1504,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,MACROFOSSILS,,,11e12021-f63e-4081-ae78-1bb19fe7b4bf
1505,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,MICROFOSSILS,,,6d00c961-de64-40ed-becd-3a95cae182e3
1506,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,OXYGEN ISOTOPES,,,9713a1d5-8b03-4d38-b3b6-34578a1d5f39
1507,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,PALEOMAGNETIC DATA,,,7ee90f7c-bdc6-403a-b447-2100d573cad6
1508,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,POLLEN,,,fe06f678-7155-4f93-9e28-4c083d60cccc
1509,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,RADIOCARBON,,,a389bcd6-929d-43ac-9af1-5a20a4ddcbe2
1510,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,SEDIMENTS,SEDIMENT THICKNESS,,6fb40553-a2ef-465a-b7d2-3401e3bfceac
1511,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,SEDIMENTS,,,b3764016-0b5d-48fb-be3e-4f1082cf13e7
1512,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,STRATIGRAPHIC SEQUENCE,,,417a6538-f89e-4f73-a89a-c2e5d2cd7667
1513,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,VARVE DEPOSITS,,,9db3b1cb-0d3d-4486-bf56-1e96b8691b01
1514,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OCEAN/LAKE RECORDS,,,,5237fae3-c98e-4d4a-9013-d7c824b3862b
1515,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,OXYGEN ISOTOPE ANALYSIS,,,,2f2d4df2-0701-4fe1-9d9b-e7e1c8678a8f
1516,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE FORCING,CARBON DIOXIDE FORCING,,,e0867ff5-2eb4-4959-b874-ac37c1b407e0
1517,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE FORCING,ORBITAL CHANGE FORCING,,,7cc62051-537c-4399-b9b9-b59c1a3e0773
1518,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE FORCING,SOLAR FORCING,,,250ce118-46e7-4dec-9e44-8054c9318cff
1519,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE FORCING,VOLCANIC FORCING,,,78c47e38-e842-4e31-81b2-44f44c52c692
1520,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE FORCING,,,,dc3f297b-8471-4101-b70e-dc5765762061
1521,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,AIR TEMPERATURE RECONSTRUCTION,,,89e5b8c9-ef72-4e21-83c8-a7552f6871a4
1522,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,ATMOSPHERIC CIRCULATION RECONSTRUCTION,,,555b048d-8904-4a62-a85a-3af1aa14674e
1523,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,DROUGHT/PRECIPITATION RECONSTRUCTION,,,06bcba40-6046-4c0e-aa38-8f83410b93f0
1524,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,GROUND WATER RECONSTRUCTION,,,9f687ff2-52c0-496b-9a81-503a8c207823
1525,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,LAKE LEVEL RECONSTRUCTION,,,ec4c1ae2-53f4-40ca-b0c3-e145f00e2583
1526,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,OCEAN SALINITY RECONSTRUCTION,,,1ba98ab7-dee3-4b15-aea1-179ecd8f6e7d
1527,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,SEA LEVEL RECONSTRUCTION,,,b51093c5-5997-410c-899d-98d15ab5f5cc
1528,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,SEA SURFACE TEMPERATURE RECONSTRUCTION,,,facdb262-04eb-47f9-b46e-ba7a379722ec
1529,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,SEDIMENTS,SEDIMENT THICKNESS,,88735956-6d46-41e1-8cbb-5dba20c33d8c
1530,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,SEDIMENTS,,,3b4ea1db-bb93-4eb8-ac08-4880a3a5e6d2
1531,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,SOLAR FORCING/INSOLATION RECONSTRUCTION,,,fec6c2e4-ca15-426a-b344-36bba69e5c1f
1532,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,STREAMFLOW RECONSTRUCTION,,,cde7aacb-0204-4a84-afcb-279cc3d0870c
1533,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,VEGETATION RECONSTRUCTION,,,c1c1890d-a6b0-4482-836b-a4b8ed0beee8
1534,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PALEOCLIMATE RECONSTRUCTIONS,,,,6f6423e8-ab4e-4572-8982-d9c40f64e28b
1535,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PERMAFROST/METHANE RELEASE,,,,478092f3-7cdd-4136-84ec-cebf0d539480
1536,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,PLATE TECTONICS,,,,6971fecc-af14-4c97-82db-2b01c98453b9
1537,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,SPELEOTHEMS,,,,1cbefa2a-484e-4742-ad3d-d347d27272bd
1538,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,VOLCANIC ACTIVITY,,,,08bc1b7d-b27b-43e2-a728-4939efb88f08
1539,EARTH SCIENCE,CLIMATE INDICATORS,PALEOCLIMATE INDICATORS,,,,,c9a5b3eb-7556-41a8-a2b8-c015db80e5b2
1540,EARTH SCIENCE,CLIMATE INDICATORS,REGIONAL CLIMATE LEVELS,MACROCLIMATE,,,,273973f1-ccc5-4ae8-9872-17e249023c53
1541,EARTH SCIENCE,CLIMATE INDICATORS,REGIONAL CLIMATE LEVELS,MESOCLIMATE,,,,c4820c2b-37e0-491e-a268-e5b18e1a1062
1542,EARTH SCIENCE,CLIMATE INDICATORS,REGIONAL CLIMATE LEVELS,MICROCLIMATE,,,,78369c58-beaa-46f2-b286-dd2540634556
1543,EARTH SCIENCE,CLIMATE INDICATORS,REGIONAL CLIMATE LEVELS,,,,,83ec2082-64bb-48d7-bcd2-454f082d608e
1544,EARTH SCIENCE,CLIMATE INDICATORS,SUN-EARTH INTERACTIONS,SUNSPOT ACTIVITY,LENGTH OF THE SOLAR CYCLE,,,22c14e35-48a4-40b5-a503-add48c2d4cd4
1545,EARTH SCIENCE,CLIMATE INDICATORS,SUN-EARTH INTERACTIONS,SUNSPOT ACTIVITY,SOLAR FLUX,,,3b230650-68ff-4e7a-9273-6e0b1083bdfa
1546,EARTH SCIENCE,CLIMATE INDICATORS,SUN-EARTH INTERACTIONS,SUNSPOT ACTIVITY,,,,3429bc72-0780-44c8-9743-92f84118279d
1547,EARTH SCIENCE,CLIMATE INDICATORS,SUN-EARTH INTERACTIONS,,,,,3d64c047-c4fb-4981-bc91-d5dbc22337de
1548,EARTH SCIENCE,CLIMATE INDICATORS,TERRESTRIAL HYDROSPHERE INDICATORS,FRESHWATER RUNOFF,,,,915399a1-eb5b-475b-ae9a-ff45f1dcddc9
1549,EARTH SCIENCE,CLIMATE INDICATORS,TERRESTRIAL HYDROSPHERE INDICATORS,MOUNTAIN SNOW LINE SHIFT,,,,56e7e412-b354-4ef4-8742-f1f5681c378a
1550,EARTH SCIENCE,CLIMATE INDICATORS,TERRESTRIAL HYDROSPHERE INDICATORS,PERMAFROST MELT,,,,ed0501c5-310c-42ab-b1eb-66e211f22803
1551,EARTH SCIENCE,CLIMATE INDICATORS,TERRESTRIAL HYDROSPHERE INDICATORS,RIVER/LAKE ICE BREAKUP,,,,64baed75-e3c0-4495-9bc9-c5b9373670f6
1552,EARTH SCIENCE,CLIMATE INDICATORS,TERRESTRIAL HYDROSPHERE INDICATORS,RIVER/LAKE ICE FREEZE,,,,2adde197-3f0f-4eda-ae00-a337dfa853c3
