,Category,Topic,Term,Variable_Level_1,Variable_Level_2,Variable_Level_3,Detailed_Variable,UUID
2170,EARTH SCIENCE,OCEANS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,SUBMARINE CANYONS,,,,18ce5577-26e9-4b76-860b-1ba31cafa9d0
2171,EARTH SCIENCE,OCEANS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,TRENCHES,,,,36040c6a-5e3a-49fe-b519-162fb77a0fd4
2172,EARTH SCIENCE,OCEANS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,WATER DEPTH,,,,ca477721-473b-40d7-a72b-4ffa963e48fb
2173,EARTH SCIENCE,OCEANS,BATHYMETRY/SEAFLOOR TOPOGRAPHY,,,,,c16bda61-353b-4668-af2f-bbb98785b6fa
2174,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,BARRIER ISLANDS,,,,7e28f2e0-a641-4085-be07-366ed6e701f4
2175,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,BEACHES,,,,4ba798ce-ad0b-4809-94fa-ec1b8e294252
2176,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,COASTAL ELEVATION,,,,1fbf5df2-ab7c-43fc-9bb2-8eb3f8891f7b
2177,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,CORAL REEFS,CORAL BLEACHING,,,f5df87b6-ed50-4da0-9ba5-7ce4c907bdb3
2178,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,CORAL REEFS,,,,ad497e7a-48fa-45e1-90a5-b052508bdb30
2179,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,DELTAS,,,,f9f0f92b-7901-4dda-8d64-be4e845ce29b
2180,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,DUNES,,,,6f7b2753-aed1-4783-a7cc-781d00d13a0f
2181,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,EROSION,,,,cd7a7748-7231-4a73-b85c-b5696066230a
2182,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,ESTUARIES,,,,a7dcdedf-bcc5-4032-b70f-7fadf74d6144
2183,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,FJORDS,,,,a90899c8-fe50-48e0-b92c-bb64f6ae681c
2184,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,INLETS,,,,f43cd776-c568-4d09-997c-0a8ad1022e06
2185,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,INTERTIDAL ZONE,,,,82b62e59-6ea1-48e1-a402-bd386c5046eb
2186,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,LAGOONS,,,,c733c179-c12a-47e9-8e9a-817a5212446f
2187,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,LOCAL SUBSIDENCE TRENDS,,,,5a090f0c-7466-47fd-b679-5dee947ab05c
2188,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,LONGSHORE CURRENTS,,,,ccf07d90-b3a3-43d3-9249-a494bb48d1b6
2189,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,MANGROVES,,,,04c4a85f-91ce-4d64-9e19-b3e0897ff187
2190,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,MARSHES,,,,30056645-a442-4ef6-ac76-c5bc27086d83
2191,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,ROCKY COASTS,,,,488f4df2-712e-4fac-98d1-46ab134b84ee
2192,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SALTWATER INTRUSION,,,,dffe5a35-09af-4413-bdd3-a5aedfeb49cc
2193,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SEA LEVEL RISE,,,,0afaaa5e-f88c-4c1f-95c1-1faa0148885a
2194,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SEA SURFACE HEIGHT,,,,1ed24fe1-d0d5-46d1-8d22-8ac25d289c75
2195,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SEDIMENT TRANSPORT,,,,c5c34f0a-552e-45a6-91c1-9edb3a8deef9
2196,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SEDIMENTATION,,,,9457740a-897b-4adc-96fb-f3e3aafa34ea
2197,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SHOALS,,,,4c2d2255-680d-47d6-adb2-179093593f8a
2198,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SHORELINE DISPLACEMENT,,,,1a740c3e-7032-4f72-93e8-d0ba343d82e0
2199,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,SHORELINES,,,,1d3b4eb7-9931-44bf-8457-26847051b7a8
2200,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,STORM SURGE,,,,9edd23d0-68a9-4bae-8887-705058f48ba7
2201,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,TIDAL HEIGHT,,,,9ab67e8f-066e-47b8-838d-8cd5e7460119
2202,EARTH SCIENCE,OCEANS,COASTAL PROCESSES,,,,,b6fd22ab-dca7-4dfa-8812-913453b5695b
2203,EARTH SCIENCE,OCEANS,MARINE ENVIRONMENT MONITORING,MARINE OBSTRUCTIONS,,,,56e4dd42-e393-4aa2-b4d9-9e96d85c9768
2204,EARTH SCIENCE,OCEANS,MARINE ENVIRONMENT MONITORING,,,,,ca154e02-a226-4cc7-8e4a-4474e7eb1eeb
2205,EARTH SCIENCE,OCEANS,MARINE GEOPHYSICS,MAGNETIC ANOMALIES,,,,e31f905d-bd2a-4fe9-89d8-909e1d2b9b1a
2206,EARTH SCIENCE,OCEANS,MARINE GEOPHYSICS,MARINE GRAVITY FIELD,,,,ad09b215-e837-4d9f-acbc-2b45e5b81825
2207,EARTH SCIENCE,OCEANS,MARINE GEOPHYSICS,MARINE MAGNETICS,,,,7863ce31-0e06-42a5-bcf8-25981c44dec8
2208,EARTH SCIENCE,OCEANS,MARINE GEOPHYSICS,PLATE TECTONICS,,,,78a4dbe2-2d6b-4562-988c-022c3a83f4c1
2209,EARTH SCIENCE,OCEANS,MARINE GEOPHYSICS,,,,,bb04ee83-bf49-4f96-898d-20bb6e92bc93
2210,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,BIOGENIC SEDIMENTS,,,,ff0108e2-8415-423c-85ed-07792dbef534
2211,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,BIOTURBATION,,,,14c8935f-8a46-4111-8f2e-bec8bbae5d13
2212,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,DIAGENESIS,,,,4bfed15d-b8b4-4fb1-940b-ef342c4c2225
2213,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,GEOTECHNICAL PROPERTIES,,,,d4f4b5d3-27b2-4b7d-bb69-733b67ac687a
2214,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,HYDROGENOUS SEDIMENTS,,,,3d352f0f-f69f-44c4-b345-aa9230fbd6ca
2215,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,PARTICLE FLUX,,,,676327f4-8354-4033-8081-9cab6651ac98
2216,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENT CHEMISTRY,,,,f8411549-a72d-44cd-9b7b-6953ec22f8da
2217,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENT COMPOSITION,,,,17008d04-394d-4de8-8834-dd0a3cd88093
2218,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENT TRANSPORT,,,,bd55adac-4182-4441-91e2-163aa77e1320
2219,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENTARY STRUCTURES,,,,282ea985-efd0-4113-860d-b8221f6cc6f2
2220,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENTARY TEXTURES,,,,cddc37fd-8540-4c78-b567-add74e6b789b
2221,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SEDIMENTATION,,,,a4eb3bc4-48a5-4ed2-a74b-ca87a58e90f5
2222,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,STRATIGRAPHIC SEQUENCE,,,,41b7293f-7f20-40ab-8bf7-b211c68146b9
2223,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,SUSPENDED SOLIDS,,,,bcf6975f-2a21-4a6c-9286-fb8f85d00901
2224,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,TERRIGENOUS SEDIMENTS,,,,31cf96eb-7fcd-490d-9e10-7f17dc12e1e3
2225,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,TURBIDITY,,,,68e2c729-f729-4936-af2e-0ecf7ee7d231
2226,EARTH SCIENCE,OCEANS,MARINE SEDIMENTS,,,,,ce4b2c6e-3d69-4cf1-8416-c36e5f9b1b2c
2227,EARTH SCIENCE,OCEANS,MARINE VOLCANISM,BENTHIC HEAT FLOW,,,,bf3d6238-d0d6-4e73-82e6-5e38bc9291bb
2228,EARTH SCIENCE,OCEANS,MARINE VOLCANISM,HYDROTHERMAL VENTS,,,,b677862b-7921-458f-a6db-0eb46469df33
2229,EARTH SCIENCE,OCEANS,MARINE VOLCANISM,ISLAND ARCS,,,,9bb0de49-1812-400c-a73b-d2686dd9066a
2230,EARTH SCIENCE,OCEANS,MARINE VOLCANISM,MID-OCEAN RIDGES,,,,f345294c-36e6-4c76-b484-2204cc0bc3a2
2231,EARTH SCIENCE,OCEANS,MARINE VOLCANISM,RIFT VALLEYS,,,,f32afbca-dac6-41b1-a198-791c1fb57951
2232,EARTH SCIENCE,OCEANS,MARINE VOLCANISM,,,,,e3b178eb-2d47-41db-aba1-43a05e9e9256
2233,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC ATTENUATION/TRANSMISSION,,,,025c1e31-1a97-4a30-a887-0b9a5127fd4d
2234,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC FREQUENCY,,,,7bb3c4cd-cbb4-4c82-997b-d11ecc1cdb9f
2235,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC REFLECTIVITY,,,,6a583047-6023-4b6a-ab25-b72529721a8c
2236,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC SCATTERING,,,,b4a924bb-0d42-4169-bad7-3856f69f0c4a
2237,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC TOMOGRAPHY,,,,1295cf9a-c345-40eb-9b79-82bddc6acf50
2238,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,ACOUSTIC VELOCITY,,,,e4aae1a4-b4d5-4b13-9cc0-c0df6234ce3b
2239,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,AMBIENT NOISE,,,,a74abbc1-dd75-4f22-bbec-7d45091a4593
2240,EARTH SCIENCE,OCEANS,OCEAN ACOUSTICS,,,,,0517ae1f-7617-4f3b-80cb-649178032825
2241,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,ALKALINITY,,,,4eab7956-e59e-4615-8d5c-39a16faa1f27
2242,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,AMMONIA,,,,64d17528-29b4-4e2e-843a-7f7035bb5717
2243,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,BIOGEOCHEMICAL CYCLES,,,,f1e6caa5-2c97-407d-a0db-7bf01794d8e3
2244,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,BIOMEDICAL CHEMICALS,,,,97636cf7-189f-4953-9807-64fbcc60f72c
2245,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CARBON DIOXIDE,,,,26afa886-4866-4536-be3a-6f9db9aacd97
2246,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CARBONATE,,,,68f7ba1b-a2f9-41b6-9bc1-fd187942fbed
2247,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CARBON,,,,5c52009f-2c44-4db1-b62b-135c6181bad2
2248,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,CHLOROPHYLL,,,,7989eae1-8ea3-4039-af0c-9130de145449
2249,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,DISSOLVED GASES,,,,38219b66-2acd-4f77-a0fc-8241172c9001
2250,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,DISSOLVED SOLIDS,,,,a3c25ed5-d3e4-4b86-bd9a-6f78d5d2bc07
2251,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,HYDROCARBONS,,,,6d8eb011-ffb5-4e18-ac59-2d8f84353734
2252,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,HYPOXIA,,,,b846063c-e218-4fc6-9866-0cdca24e9023
2253,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,INORGANIC CARBON,,,,d9b4f30d-bddd-4888-b66b-07d2dc09708b
2254,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,INORGANIC MATTER,,,,b9cfc6af-a424-42b9-8e89-6b332262e841
2255,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,MARINE GEOCHEMISTRY,,,,1dfb36a3-f985-4514-a1d0-cc73ca572922
2256,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITRATE,,,,4fde380a-38c5-4d46-bc80-4f2515a43983
2257,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITRIC ACID,,,,61740c18-f010-4384-8516-1eb33d75352e
2258,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITRITE,,,,941410da-0b7f-4ec6-a718-212194ced13f
2259,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITROGEN DIOXIDE,,,,54054bc3-5faa-4b0d-b5dd-cf04595369b5
2260,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITROGEN,,,,db5357c9-cc9d-4693-86fe-6bb88555d434
2261,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NITROUS OXIDE,,,,d1c2bba5-799d-412b-80e0-fa04058416e3
2262,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,NUTRIENTS,,,,8dd7c9f0-51d0-4037-b1d0-a2517c1770ad
2263,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,OCEAN TRACERS,,,,080db90f-79ff-4900-941d-9c02fe2df862
2264,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,ORGANIC CARBON,,,,d3055f47-258e-4556-a885-54cd1fff4680
2265,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,ORGANIC MATTER,,,,b2bdeb71-81b5-43e6-a8b1-b09c215c8d1a
2266,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,OXYGEN,,,,90aa8838-79bd-4b28-b518-8217e863c385
2267,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PHOSPHATE,,,,0b513d8c-bfd3-44ee-976e-42757b8375a2
2268,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PH,,,,4433600b-f323-458a-b295-352f939aab6b
2269,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PIGMENTS,CHLOROPHYLL,,,37669b8c-1940-4330-b4e9-ee49ad3673b5
2270,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,PIGMENTS,,,,ed925b43-db83-4cbb-8347-3dc0081bb8f4
2271,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,RADIOCARBON,,,,6641ff15-36c8-4dbc-bf9c-176a08688173
2272,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,RADIONUCLIDES,,,,e9ed684e-5252-4091-a794-aaf6e5f249ed
2273,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,SILICATE,,,,c91c8879-1b29-48e3-b4cd-a238af66cdaf
2274,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,STABLE ISOTOPES,,,,38dadd6d-6adb-44e2-b28a-fd18d797d052
2275,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,SUSPENDED SOLIDS,,,,718fb499-8c55-4fa6-9a07-ac9155d4bc9d
2276,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,TRACE ELEMENTS,,,,6c320188-da7b-4d52-8e99-57d7ac401841
2277,EARTH SCIENCE,OCEANS,OCEAN CHEMISTRY,,,,,6eb3919b-85ce-4988-8b78-9d0018fd8089
2278,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,ADVECTION,,,,0cb7f2c6-5e99-4781-8d4f-19ecbad2e2e0
2279,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,BUOY POSITION,,,,81f51367-8467-4183-baea-6b526780fcc7
2280,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,CONVECTION,,,,10a9c153-f37d-48fe-920d-c790d946ab07
2281,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,DIFFUSION,,,,6fe4680b-96e8-4304-ab32-c17a0769932c
2282,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,EDDIES,,,,13927300-c59c-491a-91f3-f1540bcb2d8d
2283,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,FRESH WATER FLUX,,,,bdd42024-d1a4-4fb2-a16a-06ac0cc1dedc
2284,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,FRONTS,,,,22b339b5-1af5-46e3-8191-d93729001eeb
2285,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,GYRES,,,,fc0a6bb2-27f0-48e8-89f1-ebfc7ccd4823
2286,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,OCEAN CURRENTS,,,,510c5f78-e19e-4ce4-b59a-8937aeb84631
2287,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,OCEAN MIXED LAYER,,,,48ec6449-373c-41f6-8a61-8f1e9ed95737
2288,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,THERMOHALINE CIRCULATION,,,,aa1bc71c-daeb-401e-9e29-ebde975482cf
2289,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,TURBULENCE,,,,b9f343a1-0b8d-4e88-91bc-21f5d551963f
2290,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,UPWELLING/DOWNWELLING,,,,75ab3537-34b1-4025-b758-7296626079ba
2291,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,VORTICITY,,,,55715ed3-471e-46a8-97b6-b463708a2cbe
2292,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,WATER MASSES,,,,113edd07-7b1a-4082-b054-b58d3f23b93a
2293,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,WIND-DRIVEN CIRCULATION,,,,03fbea0a-74b9-4c78-8752-a588cff27f17
2294,EARTH SCIENCE,OCEANS,OCEAN CIRCULATION,,,,,a031952d-9f00-4ba5-9966-5f87ab9dfdd4
2295,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,ADVECTION,,,,5f6358aa-872c-4c1c-9388-4714138f034a
2296,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,BOWEN RATIO,,,,a9b6a001-42b2-48db-b132-62e69f03b8cb
2297,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,CONDENSATION,,,,93c1a177-70e3-4c33-a183-baff7f401697
2298,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,CONDUCTION,,,,2ef42281-1e38-4391-b578-ba6a6158f0c2
2299,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,CONVECTION,,,,69d394f7-a792-4a17-8d7f-e60cd60dcda0
2300,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,DIFFUSION,,,,064d919e-3262-44c3-a636-8094bc963001
2301,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,EVAPORATION,,,,881eea51-e32c-4174-a73f-d56c94122c2e
2302,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,HEAT FLUX,,,,ee2cb9eb-f960-4e23-9e7c-be64d44a64e7
2303,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,HEATING RATE,,,,ed2e9f34-2358-4a2a-a83e-febba8989c5c
2304,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,LONGWAVE RADIATION,,,,bc891281-b24c-4310-b39b-81715d7dad08
2305,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,REFLECTANCE,,,,d1426df9-7653-442b-8e38-fa28757ec748
2306,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,SHORTWAVE RADIATION,,,,8d69bce7-efce-4efb-9870-6a6d3a2684fd
2307,EARTH SCIENCE,OCEANS,OCEAN HEAT BUDGET,,,,,63bc0693-52eb-4ebd-a39e-e77e96409072
2308,EARTH SCIENCE,OCEANS,OCEAN OPTICS,ABSORPTION,,,,e501d002-d11e-4569-8c0d-e40ae5b45f65
2309,EARTH SCIENCE,OCEANS,OCEAN OPTICS,APHOTIC/PHOTIC ZONE,,,,4e8943e7-daf9-41f2-8a5e-b415b82e6381
2310,EARTH SCIENCE,OCEANS,OCEAN OPTICS,ATTENUATION/TRANSMISSION,,,,71c78d69-9cfe-48e9-8dd2-9c75acf22283
2311,EARTH SCIENCE,OCEANS,OCEAN OPTICS,BIOLUMINESCENCE,,,,90f97e5b-f883-4a34-a3bc-7dea8d96eb7d
2312,EARTH SCIENCE,OCEANS,OCEAN OPTICS,EXTINCTION COEFFICIENTS,,,,5f2ec7b9-3e8c-4d12-bba6-0f84c08729e0
2313,EARTH SCIENCE,OCEANS,OCEAN OPTICS,FLUORESCENCE,,,,a60ae1b6-abfc-4905-8c09-772da7bb1a10
2314,EARTH SCIENCE,OCEANS,OCEAN OPTICS,GELBSTOFF,,,,87b074b4-9b73-4e69-b8c0-0f112b1cfa6d
2315,EARTH SCIENCE,OCEANS,OCEAN OPTICS,IRRADIANCE,,,,40aacf7a-aba0-4ba2-bf85-ea7c39c3322c
2316,EARTH SCIENCE,OCEANS,OCEAN OPTICS,OCEAN COLOR,,,,78f5a84f-1b5b-44a9-97e7-4a1996cd2e36
2317,EARTH SCIENCE,OCEANS,OCEAN OPTICS,OPTICAL DEPTH,,,,001f18d3-7e61-430b-9883-1960c6256fe5
2318,EARTH SCIENCE,OCEANS,OCEAN OPTICS,PHOTOSYNTHETICALLY ACTIVE RADIATION,,,,b7410899-350a-4443-9430-c7fe1fa3a499
2319,EARTH SCIENCE,OCEANS,OCEAN OPTICS,RADIANCE,,,,68dacfbb-4f23-4325-b80f-4b09d41bd505
2320,EARTH SCIENCE,OCEANS,OCEAN OPTICS,REFLECTANCE,,,,4f7ad022-70ea-4254-b0ae-7a231fc2e46a
2321,EARTH SCIENCE,OCEANS,OCEAN OPTICS,SCATTERING,,,,20b41061-e6dc-47ef-b73b-00dc08a59618
2322,EARTH SCIENCE,OCEANS,OCEAN OPTICS,SECCHI DEPTH,,,,954c2f25-3ec8-4774-ba34-fa4289f33f0e
2323,EARTH SCIENCE,OCEANS,OCEAN OPTICS,TURBIDITY,,,,f0d83687-bc0a-4491-bb3e-697f1018da13
2324,EARTH SCIENCE,OCEANS,OCEAN OPTICS,WATER-LEAVING RADIANCE,,,,ad41b62a-141b-4207-887c-334367860cf4
2325,EARTH SCIENCE,OCEANS,OCEAN OPTICS,,,,,457883c4-b30c-4d26-bed8-6c2887ebbc90
2326,EARTH SCIENCE,OCEANS,OCEAN PRESSURE,SEA LEVEL PRESSURE,,,,e5bca08d-ecb3-4b85-8acd-fed782875aa2
2327,EARTH SCIENCE,OCEANS,OCEAN PRESSURE,WATER PRESSURE,,,,dd025312-0d27-44e0-ae05-7cfcc1aa17f0
2328,EARTH SCIENCE,OCEANS,OCEAN PRESSURE,,,,,bfa56100-6fb5-4e49-9633-298fa3b45508
2329,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,OCEAN MIXED LAYER,,,,64074461-95d0-4538-869a-0114e39216aa
2330,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,POTENTIAL TEMPERATURE,,,,e02b0b50-a0f2-4c47-841b-9689fdb99121
2331,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,SEA SURFACE TEMPERATURE,SEA SURFACE FOUNDATION TEMPERATURE,,,e4d58a7f-7eaa-4f75-996a-18238c698063
2332,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,SEA SURFACE TEMPERATURE,SEA SURFACE SKIN TEMPERATURE,,,cd5a4729-ea4a-4ce1-8f5a-ec6a76d31055
2333,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,SEA SURFACE TEMPERATURE,SEA SURFACE SUBSKIN TEMPERATURE,,,68a09c56-be36-4100-8757-3a6eec7dc251
2334,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,SEA SURFACE TEMPERATURE,SEA SURFACE TEMPERATURE ANOMALY,,,904f3b34-20c8-4eb8-bf68-6304edecf945
2335,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,SEA SURFACE TEMPERATURE,,,,bd24a9a9-7d52-4c29-b2a0-6cefd216ae78
2336,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,THERMOCLINE,,,,68772b70-e493-48d5-b063-00b9d2dd4078
2337,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,WATER TEMPERATURE,,,,46206e8c-8def-406f-9e62-da4e74633a58
2338,EARTH SCIENCE,OCEANS,OCEAN TEMPERATURE,,,,,251c87cd-03b3-464f-8390-8ede2fec28fc
2339,EARTH SCIENCE,OCEANS,OCEAN WAVES,GRAVITY WAVES,,,,dc9fcd27-58ac-4705-a522-6475d59cfb81
2340,EARTH SCIENCE,OCEANS,OCEAN WAVES,ROSSBY/PLANETARY WAVES,,,,41764af0-1264-4adb-881d-44991489344c
2341,EARTH SCIENCE,OCEANS,OCEAN WAVES,SEA STATE,,,,11aca777-8a01-42ce-b076-b3059c3d8cae
