,Category,Class,Type,Subtype,Short_Name,Long_Name,UUID
1473,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,OPTSPEC,Optical Spectrometer,55facbdc-d4ed-4ee2-a74d-911b084c8ff8
1474,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,PARTICLE SPECTROMETERS,,d87a2454-21ba-4218-a50a-33ddc9ec31c5
1475,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,POSSSUM,Profiler Of Snow Specific Surface area Using SWIR reflectance Measurement,9bfce406-fc85-473e-b40a-2764c6a95371
1476,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,PTI,Photothermal Interferometer,0db71d4f-2329-4adf-9e90-0a1af3458b1d
1477,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,SAOZ,Systeme d Analyse par Observation Zenithale,2ef83cb4-6573-4e56-9f80-aadbac6137e2
1478,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,SATI,Spectral Airglow Temperature Imager,26745635-1a01-4060-bbea-3b8134e1baee
1479,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,SIMS,Secondary Ion Mass Spectrometers,dc965068-fe7b-42bd-84cf-9b251b2397ea
1480,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,SKIYMET,All-Sky Interferometric Meteor Radar,abdf6205-bd05-4431-83bb-fa3f9a481cca
1481,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,SKY-RADIOMETER,,6bf351aa-7aad-4c9a-b2f5-b47bfe27f530
1482,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,SpEx,Spectral Aerosol Extinction,337c284f-3158-48e5-8050-5d2744ba77a7
1483,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,TD-GC-MS,Thermal Desoprtion Gas Chromatograph Mass Spectrometer,195f7965-459d-49e4-aad1-b1f23fa035da
1484,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,WISPER,Water Isotope Spectrometer for Precipitation and Entrainment Research,39745f6d-fb59-4343-8060-5b391ce6e3be
1485,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,XRF,X-Ray Fluorescence Spectrometer,665b8764-0c0a-4df7-96f1-4ddae0c6de18
1486,In Situ/Laboratory Instruments,Spectrometers/Radiometers,,,,,ecd58f82-8f96-45e1-9547-dd4a02291bd9
